transaction_id,customer_id,transaction_date,transaction_type,amount,balance_after,merchant_category,location,description,channel,currency,status
TXN_00024522,CUST_000497,2024-02-08 20:24:23,Withdrawal,-67.77,40348.49265,Grocery,Raymondmouth,Account can exactly move.,ATM,USD,Completed
TXN_00024523,CUST_000856,2024-05-25 10:09:27,Withdrawal,-21.02,12854.77774,Grocery,East Ashley,Now man call throw bag black very.,ATM,USD,Completed
TXN_00024524,CUST_001485,2025-07-12 23:50:37,Payment,-13.38,33195.49456,Transfer,Sotoview,Unit realize subject medical agency though.,Branch,USD,Completed
TXN_00024525,CUST_003556,2024-04-20 12:35:45,Transfer,-515.85,10762.06385,Transfer,Aprilton,Factor space morning hope foot minute news.,Branch,USD,Completed
TXN_00024526,CUST_000680,2025-01-14 03:29:12,Payment,-523.95,2136.87097,Shopping,Tranburgh,Lead guy too TV buy soldier. Wish want high.,Online,USD,Completed
TXN_00024527,CUST_003469,2025-05-20 09:15:43,Payment,-427.57,6534.374814,Shopping,Maddenmouth,Car serve series hold sound cell why.,Mobile App,USD,Completed
TXN_00024528,CUST_002236,2025-01-06 16:43:24,Purchase,-30.17,40861.55197,Shopping,North Annettemouth,Reflect exactly effort class.,Mobile App,USD,Completed
TXN_00024529,CUST_002189,2024-02-25 08:33:58,Deposit,1565.86,469.3978409,Shopping,South Austin,Fish tend economy section else challenge.,Mobile App,USD,Completed
TXN_00024530,CUST_000837,2025-05-06 14:21:32,Payment,-125.28,26613.51528,Grocery,North Meghantown,Skin loss organization situation.,Branch,USD,Completed
TXN_00024531,CUST_004516,2024-08-10 07:05:03,Transfer,-518.33,39908.36718,Shopping,Port Denise,Sing hope commercial once difficult goal middle.,Mobile App,USD,Failed
TXN_00024532,CUST_001250,2024-10-22 03:28:23,Transfer,-64.37,30637.80638,Grocery,Lake Nathanview,Mouth region education cause shoulder police.,Online,USD,Completed
TXN_00024533,CUST_001406,2025-04-23 07:16:25,Deposit,195.82,31909.61307,Other,Rosariochester,Several serious need cover mean response past.,Online,USD,Pending
TXN_00024534,CUST_004677,2024-11-12 21:17:30,Purchase,-148.43,32385.8811,Transfer,Davismouth,Truth mother cut unit.,Online,USD,Pending
TXN_00024535,CUST_003625,2025-07-09 17:35:55,Deposit,516.68,45023.58846,Grocery,Lindachester,Hear international or within knowledge.,Online,USD,Completed
TXN_00024536,CUST_004332,2024-08-16 18:27:18,Withdrawal,-236.81,2303.001568,Entertainment,West Tracyside,Law measure describe.,ATM,USD,Completed
TXN_00024537,CUST_003542,2023-12-24 19:00:07,Withdrawal,-152.65,29840.82588,Transfer,West Lynn,Network local begin recent.,Online,USD,Completed
TXN_00024538,CUST_001489,2025-07-26 06:46:21,Transfer,-817.03,3678.855739,Grocery,Kellyburgh,Above yeah participant.,Mobile App,USD,Completed
TXN_00024539,CUST_002684,2024-01-28 20:16:16,Withdrawal,-665.06,45982.98133,Restaurant,Boothstad,Partner after agreement vote happen house.,Mobile App,USD,Completed
TXN_00024540,CUST_000093,2025-06-11 16:26:58,Purchase,-284.64,25818.01621,Gas,North Leahland,Mission expect team can decide what space.,Branch,USD,Completed
TXN_00024541,CUST_004132,2024-12-10 23:10:53,ATM Withdrawal,-100,5328.431492,Other,Leonardberg,Hotel environment month.,ATM,USD,Completed
TXN_00024542,CUST_000249,2025-03-01 05:21:07,Payment,-78.7,16092.80786,Gas,West Alisonton,Understand himself appear kid break.,Branch,USD,Completed
TXN_00024543,CUST_004096,2024-03-08 19:58:50,Withdrawal,-112.16,15934.41476,Other,Port Justin,Near seven science out.,ATM,USD,Completed
TXN_00024544,CUST_004406,2023-09-15 10:52:56,Payment,-309.54,5698.847255,Gas,East Richard,Speech camera turn south.,Mobile App,USD,Completed
TXN_00024545,CUST_001380,2023-08-30 23:53:13,Payment,-172.84,29750.78921,Healthcare,Jessicafurt,Trial unit much parent produce also.,Mobile App,USD,Completed
TXN_00024546,CUST_001753,2024-11-30 17:06:32,Payment,-286.26,27589.26603,Shopping,South Brittany,May teacher do.,Mobile App,USD,Completed
TXN_00024547,CUST_000862,2025-07-27 11:39:01,Purchase,-29.94,10962.27465,Gas,North Shannonside,Become like best speech century.,Online,USD,Completed
TXN_00024548,CUST_001794,2023-12-28 23:43:42,Deposit,198.76,36565.06887,Grocery,Douglasfurt,Opportunity hit black new more smile.,ATM,USD,Completed
TXN_00024549,CUST_004389,2024-05-22 01:52:40,Payment,-463.26,2808.129987,Other,Dillonfort,After edge foreign save power get down trade.,Online,USD,Completed
TXN_00024550,CUST_001205,2024-07-04 12:41:23,Payment,-180.92,39150.71325,Grocery,Lake Linda,Free teacher situation able fly relate.,Online,USD,Completed
TXN_00024551,CUST_003344,2023-09-04 07:51:59,ATM Withdrawal,-100,514.3895996,Grocery,Rogersview,Answer class open sense ago ground act ready.,Mobile App,USD,Completed
TXN_00024552,CUST_002115,2024-04-17 06:35:02,Deposit,1079.67,38784.43185,Other,Christianview,Throughout mouth prevent.,Online,USD,Completed
TXN_00024553,CUST_002506,2024-08-08 08:46:51,Payment,-400.32,9105.86881,Entertainment,Frederickfurt,Already glass investment great bring.,ATM,USD,Completed
TXN_00024554,CUST_001067,2024-10-17 22:48:07,Purchase,-35.64,1269.530727,Shopping,Greenberg,Happy become behavior.,Online,USD,Completed
TXN_00024555,CUST_001268,2024-09-04 17:57:09,Purchase,-33.18,17450.21991,Entertainment,Langton,Focus believe piece tonight approach.,ATM,USD,Completed
TXN_00024556,CUST_004799,2024-01-21 06:06:52,ATM Withdrawal,-40,48683.8998,Grocery,Port Markton,Data source station seek activity.,Online,USD,Completed
TXN_00024557,CUST_002798,2025-06-17 11:55:58,Transfer,-31.59,378.4712616,Entertainment,South Tinaborough,Smile similar this food now clear inside change.,ATM,USD,Completed
TXN_00024558,CUST_004103,2024-09-26 08:07:40,Deposit,859.87,6116.29323,Transfer,New David,Cover reality early pick. Hard visit occur fish.,ATM,USD,Completed
TXN_00024559,CUST_004707,2025-03-06 03:25:02,Withdrawal,-1406.95,878.2042763,Shopping,South Theresa,Majority oil finish themselves control.,Mobile App,USD,Failed
TXN_00024560,CUST_003989,2025-03-22 23:58:47,Purchase,-405.19,30885.22815,Restaurant,West Michaelmouth,Week wind inside law look.,Branch,USD,Completed
TXN_00024561,CUST_002969,2023-11-11 20:02:46,Transfer,-183.18,39471.05933,Healthcare,Kellyhaven,Special up culture trade speak.,Mobile App,USD,Completed
TXN_00024562,CUST_004477,2024-04-02 20:12:10,Payment,-12.19,45850.73584,Shopping,Port Danielle,Wish commercial drop.,Online,USD,Completed
TXN_00024563,CUST_000635,2024-11-24 15:16:04,ATM Withdrawal,-80,30783.69037,Other,North Margaret,National soon worry rate.,ATM,USD,Completed
TXN_00024564,CUST_001532,2024-12-11 09:12:37,Payment,-551.33,46103.05224,Shopping,Port Teresa,Attention clearly material throughout project.,Online,USD,Completed
TXN_00024565,CUST_004173,2024-06-07 17:18:07,Transfer,-80.19,20513.01856,Grocery,Lake Debraview,Society page wear condition best pressure.,Branch,USD,Completed
TXN_00024566,CUST_004115,2023-09-19 14:00:53,Purchase,-144.2,19567.45521,Shopping,Williamsburgh,Food sea mean product.,ATM,USD,Completed
TXN_00024567,CUST_000005,2023-12-30 20:05:47,Deposit,2439.98,39986.26771,Shopping,Michaelstad,Job agency do mouth relationship reduce.,Online,USD,Completed
TXN_00024568,CUST_003599,2025-05-18 00:10:46,Deposit,843.38,27619.87346,Gas,Daughertytown,For stay water include son own indicate learn.,Mobile App,USD,Completed
TXN_00024569,CUST_000252,2025-05-28 03:34:01,Withdrawal,-1387.34,8737.015927,Restaurant,West Kylemouth,Want into between phone like happy.,Mobile App,USD,Failed
TXN_00024570,CUST_003622,2023-08-25 14:38:01,Withdrawal,-97.85,367.0883895,ATM,South Nicole,Unit two less bag again why.,ATM,USD,Completed
TXN_00024571,CUST_000267,2024-07-21 07:26:43,Withdrawal,-318.45,11734.56112,Gas,Williamsfort,Anyone relate keep degree finish brother.,Online,USD,Completed
TXN_00024572,CUST_002810,2024-12-02 23:05:51,Purchase,-82.91,37905.20986,Shopping,New Molly,Film rock soldier several.,Branch,USD,Completed
TXN_00024573,CUST_001327,2024-05-01 14:44:36,Transfer,-777.37,37714.03408,Shopping,New Megan,Create drive approach down explain.,Online,USD,Completed
TXN_00024574,CUST_002266,2024-08-07 00:53:45,ATM Withdrawal,-80,25601.26286,Shopping,North Melissafort,Only technology ground thus like fall south.,Branch,USD,Completed
TXN_00024575,CUST_004972,2024-08-01 22:04:30,Transfer,-210.26,7874.778941,Restaurant,South Andrew,Accept grow newspaper be more answer set.,Online,USD,Completed
TXN_00024576,CUST_003543,2024-03-27 05:34:12,Payment,-665.32,37063.39406,Restaurant,Mitchelltown,Little nature successful boy next.,Branch,USD,Completed
TXN_00024577,CUST_004172,2024-07-28 08:32:31,Transfer,-562.5,18033.63765,Entertainment,Moniqueside,Market here federal.,Branch,USD,Completed
TXN_00024578,CUST_001546,2025-06-22 20:38:16,Payment,-599.1,867.2646755,Restaurant,Kelliemouth,Main special including turn.,Branch,USD,Completed
TXN_00024579,CUST_001569,2025-02-20 12:08:05,Withdrawal,-1335.51,1542.937331,Shopping,Grahamshire,Half all visit government price.,Branch,USD,Completed
TXN_00024580,CUST_000004,2024-05-14 09:04:09,Transfer,-248.59,6833.150826,Grocery,West Tinahaven,Man professor parent central effect take.,Mobile App,USD,Completed
TXN_00024581,CUST_002577,2024-04-12 17:18:30,Withdrawal,-1475.36,39017.09083,ATM,New Thomasmouth,Minute away baby understand east.,Branch,USD,Pending
TXN_00024582,CUST_000742,2023-12-21 03:54:15,Payment,-529.59,49104.84539,Transfer,East Richard,Letter election develop son political how ten.,Online,USD,Completed
TXN_00024583,CUST_002701,2024-02-03 18:04:54,ATM Withdrawal,-100,7419.886831,Restaurant,Rowlandland,Structure seven tough fight.,ATM,USD,Completed
TXN_00024584,CUST_000625,2025-03-12 15:17:57,Transfer,-301.74,41230.9266,Other,Millerville,Field their go drop almost.,Online,USD,Completed
TXN_00024585,CUST_004375,2025-06-23 17:51:33,Withdrawal,-112.99,6960.816058,Other,West Phyllisbury,May less national spring gas black easy.,Online,USD,Completed
TXN_00024586,CUST_001040,2025-03-03 15:25:58,Transfer,-971.72,425.0334032,Entertainment,East Mackenzieshire,Set seek kitchen hundred.,Online,USD,Completed
TXN_00024587,CUST_004990,2024-01-22 15:09:08,Deposit,800.54,5660.841776,Shopping,Lewisborough,Region wrong chair listen enter the why building.,Online,USD,Pending
TXN_00024588,CUST_001863,2025-06-18 13:28:51,Payment,-529.73,30034.49233,Other,Port Susan,See yourself pay picture dinner.,ATM,USD,Completed
TXN_00024589,CUST_003316,2024-05-31 09:34:27,Payment,-99.24,32212.21359,Grocery,Tanyaburgh,Able story wonder cultural happy short.,Online,USD,Pending
TXN_00024590,CUST_003050,2024-04-07 03:03:58,Withdrawal,-153.13,26294.60574,Entertainment,New Evelyn,Food kind oil support form east enter.,Mobile App,USD,Completed
TXN_00024591,CUST_001097,2025-03-21 15:18:28,Transfer,-1916.21,41083.5319,Healthcare,Schwartzshire,Senior sit left face cold space. Could so people.,Online,USD,Failed
TXN_00024592,CUST_002465,2024-05-04 20:10:03,Transfer,-441.26,30460.86699,Transfer,Lake Adamshire,Many right through relate around impact personal.,ATM,USD,Completed
TXN_00024593,CUST_003947,2023-10-10 04:56:07,Payment,-44.96,16908.74273,Restaurant,Staceytown,Experience full past fact study.,Branch,USD,Completed
TXN_00024594,CUST_003427,2025-02-18 19:38:54,Withdrawal,-1109.84,37167.60171,Transfer,Mosleychester,Peace perhaps sense issue seem.,Branch,USD,Completed
TXN_00024595,CUST_001095,2024-12-04 07:55:30,Transfer,-1545.04,44207.68894,Gas,Lake Monicaside,Its poor here space. Anyone old manage goal.,Mobile App,USD,Completed
TXN_00024596,CUST_004232,2024-02-21 03:24:34,Withdrawal,-1863.36,37478.74364,Healthcare,Moniquetown,Lot available because run government.,Branch,USD,Completed
TXN_00024597,CUST_004985,2023-12-03 01:09:26,Transfer,-335.9,23912.02041,Restaurant,New Tylerview,Catch security program society.,Branch,USD,Completed
TXN_00024598,CUST_002842,2024-04-18 09:52:41,Payment,-239.72,33259.17831,Transfer,Jenniferton,Glass according seek stock arrive.,Online,USD,Pending
TXN_00024599,CUST_002471,2023-11-07 08:51:08,Deposit,420.65,4838.55432,Entertainment,South Jenniferton,Young base probably others.,Mobile App,USD,Completed
TXN_00024600,CUST_004369,2024-11-15 10:52:21,Purchase,-255.11,28391.59138,Shopping,Dunnborough,In share shoulder.,ATM,USD,Completed
TXN_00024601,CUST_001124,2023-08-27 19:50:58,ATM Withdrawal,-300,23380.21269,Shopping,Leeside,Left authority born within training.,Online,USD,Completed
TXN_00024602,CUST_004730,2024-01-15 05:26:12,Withdrawal,-17.88,49147.07797,Shopping,North Johnshire,Natural seven far exactly simple rest.,Online,USD,Completed
TXN_00024603,CUST_004627,2023-08-19 22:04:12,Purchase,-132.18,36240.86076,Healthcare,Robertland,Away situation improve know.,Mobile App,USD,Completed
TXN_00024604,CUST_000435,2024-10-08 09:10:14,Withdrawal,-1587.06,28428.42556,Restaurant,Fryburgh,Claim drop home step.,Mobile App,USD,Completed
TXN_00024605,CUST_001346,2024-09-04 05:27:27,Payment,-289.52,43348.48184,Shopping,Holmesberg,But remain people cup edge firm.,ATM,USD,Completed
TXN_00024606,CUST_004580,2023-09-15 16:51:53,Deposit,383.93,6304.236736,Shopping,South Bryan,Office education fine ago only continue.,Mobile App,USD,Completed
TXN_00024607,CUST_001398,2023-10-27 10:33:43,Withdrawal,-59.32,39058.88199,Transfer,Williamshaven,Everyone gas tough black.,Online,USD,Completed
TXN_00024608,CUST_002913,2025-05-25 15:24:01,Withdrawal,-104.96,3397.448281,Restaurant,Wilsonside,Pressure trouble produce Congress happy.,Online,USD,Completed
TXN_00024609,CUST_003348,2024-07-18 04:36:29,Transfer,-950.12,26914.64831,Restaurant,Port Ashley,Suddenly see chance into.,Online,USD,Failed
TXN_00024610,CUST_000408,2025-03-15 04:39:04,Withdrawal,-144.01,37456.26191,Other,East Joanna,Choice eye could line weight mouth speak sister.,Mobile App,USD,Completed
TXN_00024611,CUST_002280,2024-08-24 12:32:35,Purchase,-1.95,6477.859922,Gas,Avilastad,Career what Congress attorney.,Branch,USD,Completed
TXN_00024612,CUST_000234,2023-08-17 16:08:52,Deposit,528.51,32985.78353,Restaurant,Marshallhaven,Head town Democrat girl together.,Mobile App,USD,Completed
TXN_00024613,CUST_000644,2023-08-26 14:55:02,Purchase,-237.04,1161.582878,Restaurant,West Ryan,Season employee this radio foreign.,ATM,USD,Completed
TXN_00024614,CUST_003370,2023-11-02 16:09:40,Transfer,-354.55,10672.84608,Gas,Collinsburgh,Start usually standard about history.,Online,USD,Completed
TXN_00024615,CUST_003660,2025-02-07 19:26:26,Transfer,-1629.67,39233.36048,Other,North Sarahfurt,Design maybe alone bank quality.,Online,USD,Completed
TXN_00024616,CUST_000640,2024-07-07 03:55:18,Payment,-706.57,11973.09039,Restaurant,Garrisonchester,Item able expert thus today glass statement hot.,ATM,USD,Completed
TXN_00024617,CUST_002579,2023-12-06 22:57:45,Deposit,2740.16,3491.854393,Restaurant,South Michael,Feel risk maybe heavy natural.,Mobile App,USD,Completed
TXN_00024618,CUST_001541,2023-09-07 20:19:31,Payment,-776.29,37317.53347,Shopping,Lisastad,Pattern show during how middle key project.,Branch,USD,Completed
TXN_00024619,CUST_000387,2023-10-06 21:31:46,Transfer,-879.88,29463.64768,Other,Onealborough,Ready south road road party reveal everyone head.,Mobile App,USD,Completed
TXN_00024620,CUST_000833,2024-09-09 10:31:04,Transfer,-305.42,31798.32769,Other,Port Kyle,Enter church practice visit view million.,Mobile App,USD,Pending
TXN_00024621,CUST_000825,2023-10-05 07:24:14,Purchase,-108.68,33332.58597,Shopping,West Selenaton,Paper vote current technology.,Branch,USD,Completed
TXN_00024622,CUST_000746,2025-06-20 20:47:55,Payment,-460.68,35311.49736,Gas,Andersonland,Ground daughter parent term above who listen.,Mobile App,USD,Completed
TXN_00024623,CUST_004654,2023-08-20 05:58:15,Transfer,-33.46,30480.35395,Restaurant,Johnnyborough,Someone soon rest possible central.,Branch,USD,Completed
TXN_00024624,CUST_000352,2024-08-20 10:06:37,Purchase,-131.29,15826.59695,Restaurant,Aaronburgh,Soldier impact eye very ball surface our.,Online,USD,Completed
TXN_00024625,CUST_001284,2025-05-31 02:52:58,Purchase,-8.46,1412.130777,Transfer,New Jenniferberg,Service official detail natural instead fund.,ATM,USD,Completed
TXN_00024626,CUST_002659,2023-09-17 01:59:06,Withdrawal,-213.19,42889.45137,Transfer,Rodriguezville,Former production what degree.,Online,USD,Completed
TXN_00024627,CUST_000244,2023-09-11 18:43:49,Transfer,-800.34,39006.36731,Shopping,Williamton,Perform reveal we some force prevent treat.,Mobile App,USD,Completed
TXN_00024628,CUST_002836,2024-06-28 01:31:19,Withdrawal,-219.26,13573.56413,Shopping,North Danielle,Live body candidate candidate.,Online,USD,Completed
TXN_00024629,CUST_003724,2024-03-02 06:50:42,Transfer,-249.21,38087.47743,Grocery,Elliottmouth,Study throw forget where.,Online,USD,Completed
TXN_00024630,CUST_003416,2025-05-31 14:35:40,Withdrawal,-120.87,48664.22397,Shopping,North Ryantown,Instead treat best computer wait nation.,Branch,USD,Pending
TXN_00024631,CUST_003265,2023-09-08 06:58:51,Payment,-1355.88,38944.374,Grocery,South Dakota,Type test follow TV kid however.,ATM,USD,Pending
TXN_00024632,CUST_004208,2025-01-15 17:21:03,Deposit,797.21,10034.46418,Restaurant,South Justinmouth,Increase analysis necessary probably partner.,Online,USD,Completed
TXN_00024633,CUST_002061,2024-02-16 21:23:40,Transfer,-37.89,29183.59141,Transfer,Scottburgh,Debate head use use base affect.,Mobile App,USD,Completed
TXN_00024634,CUST_004515,2025-07-09 21:07:46,Withdrawal,-564.05,46825.1973,Gas,Riverafort,Stay investment ten doctor leg almost identify.,Mobile App,USD,Completed
TXN_00024635,CUST_000936,2025-01-07 13:54:28,Payment,-186.15,14056.61652,ATM,Castilloshire,Believe hospital into you beyond.,Online,USD,Completed
TXN_00024636,CUST_000604,2024-04-10 16:21:33,Transfer,-1465.66,46952.31385,ATM,Port Jessicaborough,Them baby reality scene history floor billion.,ATM,USD,Completed
TXN_00024637,CUST_002044,2023-11-10 02:12:38,Deposit,653.54,33295.04281,Restaurant,Lake Jeffreybury,Energy newspaper TV operation defense.,Online,USD,Completed
TXN_00024638,CUST_000347,2025-02-01 05:32:44,Payment,-60.47,16584.32359,Shopping,Port Michael,Type whatever if cell left better.,ATM,USD,Completed
TXN_00024639,CUST_002675,2025-01-10 17:15:23,Purchase,-263.99,37798.71966,Healthcare,Riveraview,Imagine where central heart they.,ATM,USD,Pending
TXN_00024640,CUST_000471,2024-04-26 09:37:49,Deposit,311.15,10566.80388,Grocery,Nguyenport,Note apply party learn traditional in.,ATM,USD,Completed
TXN_00024641,CUST_002226,2023-10-19 11:43:19,Withdrawal,-606.08,27564.48494,Grocery,West Michelle,Success bit that million account.,Online,USD,Completed
TXN_00024642,CUST_003308,2023-08-14 01:12:50,Withdrawal,-375.44,13357.19495,Healthcare,North Michele,Food give dog.,Online,USD,Completed
TXN_00024643,CUST_004638,2025-03-07 13:31:28,Payment,-67.27,13498.48097,Shopping,Scotttown,Cut west power seat often meet.,Mobile App,USD,Completed
TXN_00024644,CUST_003797,2023-12-09 20:04:41,Withdrawal,-156.07,20546.50032,Restaurant,North Karenshire,Not board weight common red. Appear western sing.,Online,USD,Completed
TXN_00024645,CUST_004605,2024-02-04 09:05:58,Withdrawal,-264.85,24413.84477,Restaurant,Jacobmouth,Want chance simple do PM.,ATM,USD,Completed
TXN_00024646,CUST_001305,2025-06-01 04:34:24,ATM Withdrawal,-40,1877.312582,Restaurant,Collierton,Including peace certain detail.,Branch,USD,Completed
TXN_00024647,CUST_002956,2023-09-01 07:13:10,Transfer,-829.36,39941.53905,Gas,Warrenstad,Customer policy rock likely change similar.,ATM,USD,Completed
TXN_00024648,CUST_004470,2025-05-02 15:16:50,Deposit,565.86,6967.495803,Grocery,Port Alexis,Read leader class red feel worry.,Mobile App,USD,Completed
TXN_00024649,CUST_004578,2025-05-15 13:45:29,Payment,-127.84,48580.42283,Gas,Lake Kenneth,Dinner their economy add glass.,Online,USD,Failed
TXN_00024650,CUST_004707,2023-09-20 08:52:13,Payment,-28.79,48045.67588,Shopping,Kellystad,Together special world agency television foreign.,ATM,USD,Completed
TXN_00024651,CUST_002303,2024-06-15 14:22:26,Payment,-18.45,48708.04323,Other,East Kaitlyn,Front force morning benefit single group.,Online,USD,Completed
TXN_00024652,CUST_003497,2025-01-18 13:05:05,Deposit,221.51,13719.22455,Restaurant,Christopherberg,Stand clear they local reality theory seven.,Mobile App,USD,Completed
TXN_00024653,CUST_003132,2024-11-18 12:46:30,Transfer,-52.47,27016.98558,Other,Maryfurt,Each central several space nice.,Branch,USD,Completed
TXN_00024654,CUST_000282,2025-03-22 07:33:37,Purchase,-131.8,43444.79538,Other,Port Travisstad,Consider society style none effort.,Mobile App,USD,Completed
TXN_00024655,CUST_003039,2025-08-03 21:57:40,Deposit,52.68,8361.454589,Grocery,Port Wayneborough,Son guess recognize best boy.,Online,USD,Pending
TXN_00024656,CUST_001151,2024-07-30 06:57:48,Payment,-1057.33,36969.34935,Shopping,Fowlershire,Strategy article find bar notice.,ATM,USD,Completed
TXN_00024657,CUST_001520,2024-01-06 08:08:50,Purchase,-113.87,38885.38253,Transfer,Port Michael,Main nation mention specific able.,Mobile App,USD,Completed
TXN_00024658,CUST_000898,2025-08-08 04:30:38,Withdrawal,-527.99,33036.69127,Transfer,Dixonfurt,Grow quite might return high century.,Online,USD,Completed
TXN_00024659,CUST_000527,2024-05-22 00:13:25,Withdrawal,-22.25,19105.83876,Gas,West Justinland,Hear size account especially community.,Branch,USD,Completed
TXN_00024660,CUST_001917,2024-03-14 14:39:16,Payment,-847.36,41016.97445,Transfer,North Brad,Simple already five game agency.,Mobile App,USD,Completed
TXN_00024661,CUST_000994,2025-05-22 22:26:55,Transfer,-113.24,30046.5817,ATM,Garzaland,Rule security research industry.,Online,USD,Completed
TXN_00024662,CUST_001553,2024-05-17 20:47:54,Purchase,-41.78,20646.01817,Transfer,Michaelville,Foreign degree star environment oil everybody.,Online,USD,Completed
TXN_00024663,CUST_003450,2025-05-31 00:22:12,Deposit,597.39,29062.42694,Shopping,South Kelly,Throughout so person.,Mobile App,USD,Completed
TXN_00024664,CUST_001745,2024-05-08 15:36:57,Purchase,-135.55,38295.23369,Entertainment,Port Steve,Else analysis weight operation create build.,Online,USD,Completed
TXN_00024665,CUST_000242,2024-01-28 06:46:43,Transfer,-266.58,39439.40084,Other,Port Charles,Single discover find effect song seem I.,Mobile App,USD,Completed
TXN_00024666,CUST_001281,2025-01-05 09:04:10,Withdrawal,-114.09,43849.98688,Shopping,Lauramouth,Their list civil commercial.,Mobile App,USD,Completed
TXN_00024667,CUST_001090,2025-01-21 03:18:26,Transfer,-74.52,3738.887637,Restaurant,Aaronstad,Property project growth throughout occur source.,Mobile App,USD,Completed
TXN_00024668,CUST_002830,2025-05-16 21:46:36,Deposit,418.99,47851.05196,Shopping,North Raymondberg,Station bag speech important memory since fill.,Mobile App,USD,Completed
TXN_00024669,CUST_000482,2024-03-15 03:35:59,Transfer,-294.28,32455.74749,Transfer,South Jasminetown,Enjoy hair song according woman size share.,Online,USD,Completed
TXN_00024670,CUST_003903,2024-03-26 06:49:42,Withdrawal,-1362.31,35831.74874,Entertainment,Port Chelsea,Then discussion newspaper little type view.,Mobile App,USD,Pending
TXN_00024671,CUST_002533,2023-11-15 04:23:53,Purchase,-82.34,36180.08254,Entertainment,Ambermouth,Point yet plan indicate protect girl.,Online,USD,Completed
TXN_00024672,CUST_003093,2025-03-16 14:19:55,Payment,-279.02,31751.78215,Shopping,Reynoldsland,Skin religious impact school shoulder.,Online,USD,Completed
TXN_00024673,CUST_000572,2023-09-06 21:06:18,Withdrawal,-891.81,45841.74687,Shopping,South Lauratown,Ball pick standard from.,Online,USD,Completed
TXN_00024674,CUST_000395,2025-01-22 17:48:28,Withdrawal,-910.48,49382.20387,Gas,Port Vanessaberg,Stop study same test before they tonight.,Branch,USD,Pending
TXN_00024675,CUST_002471,2025-02-04 08:21:28,Transfer,-870.99,32952.18201,Shopping,South Jordanborough,Wrong participant how less.,Mobile App,USD,Completed
TXN_00024676,CUST_001821,2025-07-30 09:47:29,Withdrawal,-496.57,41422.40763,Shopping,Finleyfurt,A impact page various factor.,Online,USD,Completed
TXN_00024677,CUST_001490,2024-02-20 06:57:41,Purchase,-89.01,6307.734867,Shopping,Jonestown,Player head put right among.,Mobile App,USD,Completed
TXN_00024678,CUST_000248,2024-06-04 20:53:53,Transfer,-198.3,32704.91344,Shopping,Christianshire,Board none article gun.,ATM,USD,Completed
TXN_00024679,CUST_003232,2024-03-14 03:53:37,Transfer,-264.83,20428.01778,Grocery,South Gregoryfurt,Myself animal approach save major.,Mobile App,USD,Completed
TXN_00024680,CUST_000400,2025-06-16 19:00:07,Purchase,-60.05,40662.03352,Other,Kylefort,Area soon meeting society late. Wide head pass.,Mobile App,USD,Failed
TXN_00024681,CUST_001052,2024-04-06 21:15:22,Payment,-51.36,44277.37055,Restaurant,South Nicolefurt,Company allow boy about I after.,ATM,USD,Completed
TXN_00024682,CUST_004029,2024-12-18 14:50:23,Payment,-86.25,21269.53511,ATM,Danielmouth,Reason arm write market.,Branch,USD,Completed
TXN_00024683,CUST_000887,2025-05-02 02:55:34,Deposit,3116.12,32061.13635,Shopping,Elizabethmouth,Sound culture system step benefit every.,Branch,USD,Completed
TXN_00024684,CUST_001950,2024-07-18 03:33:24,Payment,-338.53,42974.22787,Other,Allenfurt,Voice deep forget born from window give onto.,Branch,USD,Completed
TXN_00024685,CUST_001333,2025-01-24 04:00:47,Transfer,-673.48,38485.80753,Transfer,Vazquezfort,Consider something agency explain.,ATM,USD,Completed
TXN_00024686,CUST_001039,2023-10-31 16:46:13,Transfer,-484.14,34969.66392,Gas,Lake Ashley,Ground trouble form picture.,ATM,USD,Completed
TXN_00024687,CUST_000608,2025-01-21 15:45:12,Payment,-5.7,26421.95232,Grocery,Kirktown,Kitchen with road and though determine.,Mobile App,USD,Completed
TXN_00024688,CUST_003095,2024-04-04 12:07:07,Payment,-542.47,29730.44093,Grocery,Lake Glenn,Rule foot concern fact suggest crime.,Online,USD,Completed
TXN_00024689,CUST_003891,2023-12-02 15:48:34,Payment,-622.47,25167.87533,Transfer,Porterside,My such finish response.,ATM,USD,Completed
TXN_00024690,CUST_000635,2024-02-13 12:29:22,Purchase,-2.03,10947.75348,Transfer,Michellechester,Herself interesting send health important.,Online,USD,Completed
TXN_00024691,CUST_000339,2024-09-03 09:17:52,ATM Withdrawal,-200,4120.32696,Entertainment,New Samuel,International above language such full friend.,ATM,USD,Completed
TXN_00024692,CUST_000160,2024-03-26 23:12:28,Purchase,-452.33,43728.23195,Entertainment,Dominguezton,Enjoy will question left toward school it.,ATM,USD,Pending
TXN_00024693,CUST_002866,2024-06-09 08:32:42,Transfer,-1161.65,30229.45473,Healthcare,Jennifermouth,Beat must successful think easy.,Mobile App,USD,Pending
TXN_00024694,CUST_003634,2025-07-02 18:26:41,Purchase,-40.9,18534.49836,Restaurant,Lake Suzanne,Watch room offer dog member commercial.,Online,USD,Pending
TXN_00024695,CUST_001954,2024-06-12 19:54:59,Deposit,536.35,23732.71346,Other,New Dannyberg,Model drug it civil purpose scientist.,ATM,USD,Completed
TXN_00024696,CUST_003588,2023-09-03 13:37:50,Withdrawal,-73.42,31001.38196,Shopping,Hallbury,Small strong quickly happy us now science order.,ATM,USD,Completed
